grid_size,grid_res,years,mu,p_spread,rho,n_repeats,initial_flammable_fraction,initial_num_flammable_clusters,burned_fraction,num_fires,median_fire_size_ha,max_fire_size_ha,sd_fire_size_ha
100,500,1,0.04,0.5,0.65,3,0.6473,184,0.0627,84,125.0,1075.0,209.78469789951103
100,500,1,0.04,0.5,0.65,3,0.6514,160,0.073,85,100.0,1475.0,273.519923934121
100,500,1,0.04,0.6,0.65,3,0.6494,171,0.1257,85,125.0,2450.0,523.6620783657521
100,500,1,0.04,0.6,0.65,3,0.6501,143,0.1434,73,175.0,3400.0,748.1755190083309
100,500,1,0.04,0.6,0.65,3,0.6454,169,0.117,81,175.0,2525.0,459.1995182171516
100,500,1,0.04,0.7,0.65,3,0.654,161,0.2954,54,325.0,14225.0,2551.1373173149623
100,500,1,0.04,0.7,0.65,3,0.6469,185,0.2592,51,350.0,12075.0,2307.753904850296
100,500,1,0.04,0.7,0.65,3,0.6476,169,0.2151,69,300.0,8925.0,1406.9635083397231
100,500,1,0.04,0.8,0.65,3,0.6449,151,0.4627,36,312.5,91125.0,14898.31679310609
100,500,1,0.04,0.8,0.65,3,0.6412,182,0.4345,40,387.5,30325.0,6419.970520522271
100,500,1,0.04,0.8,0.65,3,0.6529,183,0.494,34,125.0,72850.0,12676.62788219595
100,500,1,0.04,0.9,0.65,3,0.6524,144,0.6086,41,75.0,142525.0,21954.452607434512
100,500,1,0.04,0.9,0.65,3,0.661,129,0.6314,42,50.0,150675.0,22948.371574830922
100,500,1,0.04,0.9,0.65,3,0.6509,155,0.6104,45,100.0,144125.0,21220.846115943237
100,500,1,0.04,1,0.65,3,0.6472,182,0.6369,100,50.0,136925.0,13654.235009237977
100,500,1,0.04,1,0.65,3,0.6563,139,0.6521,100,50.0,149525.0,14867.232129333961
100,500,1,0.04,1,0.65,3,0.6458,195,0.6333,100,50.0,137925.0,13714.776271871882
100,500,1,0.0004,0.3,0.7,3,0.6993,104,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.3,0.7,3,0.7007,111,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.3,0.7,3,0.707,87,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.4,0.7,3,0.7018,90,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.4,0.7,3,0.7056,83,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.4,0.7,3,0.7036,91,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.5,0.7,3,0.7036,79,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.5,0.7,3,0.7056,82,0.0012,1,300.0,300.0,0.0
100,500,1,0.0004,0.5,0.7,3,0.6993,118,0.0011,1,275.0,275.0,0.0
100,500,1,0.0004,0.6,0.7,3,0.6987,85,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.6,0.7,3,0.6998,85,0.0049,1,1225.0,1225.0,0.0
100,500,1,0.0004,0.6,0.7,3,0.6949,78,0.0043,1,1075.0,1075.0,0.0
100,500,1,0.0004,0.7,0.7,3,0.6988,74,0.0018,1,450.0,450.0,0.0
100,500,1,0.0004,0.7,0.7,3,0.7075,91,0.002,1,500.0,500.0,0.0
100,500,1,0.0004,0.7,0.7,3,0.7012,58,0.0029,1,725.0,725.0,0.0
100,500,1,0.0004,0.8,0.7,3,0.6931,73,0.1656,1,41400.0,41400.0,0.0
100,500,1,0.0004,0.8,0.7,3,0.6986,79,0.0143,1,3575.0,3575.0,0.0
100,500,1,0.0004,0.8,0.7,3,0.692,96,0.1677,1,41925.0,41925.0,0.0
100,500,1,0.0004,0.9,0.7,3,0.7032,66,0.0011,1,275.0,275.0,0.0
100,500,1,0.0004,0.9,0.7,3,0.7007,100,0.6209,1,155225.0,155225.0,0.0
100,500,1,0.0004,0.9,0.7,3,0.6975,104,0.6416,1,160400.0,160400.0,0.0
100,500,1,0.0004,1,0.7,3,0.6954,78,0.6773,1,169325.0,169325.0,0.0
100,500,1,0.0004,1,0.7,3,0.7027,92,0.687,1,171750.0,171750.0,0.0
100,500,1,0.0004,1,0.7,3,0.7015,92,0.6854,1,171350.0,171350.0,0.0
100,500,1,0.002,0.3,0.7,3,0.6951,88,0.0011,5,50.0,75.0,18.708286933869708
100,500,1,0.002,0.3,0.7,3,0.6985,77,0.001,5,50.0,100.0,27.386127875258307
100,500,1,0.002,0.3,0.7,3,0.7008,69,0.001,5,50.0,75.0,15.811388300841896
100,500,1,0.002,0.4,0.7,3,0.7033,66,0.0031,5,150.0,400.0,132.664991614216
100,500,1,0.002,0.4,0.7,3,0.7018,81,0.002,5,75.0,200.0,74.16198487095663
100,500,1,0.002,0.4,0.7,3,0.7003,84,0.0017,5,25.0,300.0,107.93516572461452
100,500,1,0.002,0.5,0.7,3,0.707,66,0.004,5,200.0,325.0,82.15838362577492
100,500,1,0.002,0.5,0.7,3,0.6913,89,0.0037,5,200.0,250.0,60.41522986797286
100,500,1,0.002,0.5,0.7,3,0.7106,78,0.0068,5,200.0,800.0,261.05554964413227
100,500,1,0.002,0.6,0.7,3,0.6989,85,0.0157,5,200.0,2075.0,848.3218728760918
100,500,1,0.002,0.6,0.7,3,0.6916,101,0.0126,5,275.0,2275.0,828.914953418021
100,500,1,0.002,0.6,0.7,3,0.6951,100,0.0073,5,175.0,1075.0,370.3376837428241
100,500,1,0.002,0.7,0.7,3,0.6962,80,0.0683,5,1525.0,7425.0,3053.4652446032524
100,500,1,0.002,0.7,0.7,3,0.701,86,0.0381,5,2100.0,2825.0,952.5492113271629
100,500,1,0.002,0.7,0.7,3,0.6964,97,0.0547,5,1800.0,6175.0,2363.6095278196863
100,500,1,0.002,0.8,0.7,3,0.6964,84,0.3623,3,1850.0,87625.0,40612.653679473944
100,500,1,0.002,0.8,0.7,3,0.7022,84,0.4723,2,59037.5,117850.0,58812.5
100,500,1,0.002,0.8,0.7,3,0.6928,105,0.4202,2,52525.0,100600.0,48075.0
100,500,1,0.002,0.9,0.7,3,0.6982,94,0.6376,1,159400.0,159400.0,0.0
100,500,1,0.002,0.9,0.7,3,0.7067,82,0.6427,3,75.0,160575.0,75672.21345308256
100,500,1,0.002,0.9,0.7,3,0.6993,86,0.6265,2,78312.5,156350.0,78037.5
100,500,1,0.002,1,0.7,3,0.6983,101,0.6835,5,75.0,169650.0,67738.66510346952
100,500,1,0.002,1,0.7,3,0.6972,85,0.6796,5,50.0,169625.0,67822.52280769273
100,500,1,0.002,1,0.7,3,0.6976,91,0.686,5,225.0,170225.0,67963.13706708954
100,500,1,0.04,0.3,0.7,3,0.6997,92,0.0242,98,50.0,500.0,62.5972795621324
100,500,1,0.04,0.3,0.7,3,0.7049,80,0.0299,92,50.0,425.0,78.1603181037984
100,500,1,0.04,0.3,0.7,3,0.6987,67,0.0275,97,50.0,300.0,56.723285229761515
100,500,1,0.04,0.4,0.7,3,0.6978,103,0.0513,93,75.0,1550.0,197.7226832003849
100,500,1,0.04,0.4,0.7,3,0.7102,88,0.0461,85,75.0,625.0,145.28756832107322
100,500,1,0.04,0.4,0.7,3,0.7101,66,0.0528,92,75.0,600.0,136.67586841015893
100,500,1,0.04,0.5,0.7,3,0.6923,98,0.1146,80,125.0,3975.0,601.791271434706
100,500,1,0.04,0.5,0.7,3,0.6973,73,0.0909,89,125.0,2200.0,384.13904738557517
100,500,1,0.04,0.5,0.7,3,0.702,87,0.0943,89,150.0,1250.0,310.5974466929587
100,500,1,0.04,0.6,0.7,3,0.7056,74,0.2278,65,300.0,9600.0,1578.2928384883678
100,500,1,0.04,0.6,0.7,3,0.7012,79,0.2122,70,250.0,9075.0,1358.2456046124278
100,500,1,0.04,0.6,0.7,3,0.6992,72,0.2262,55,400.0,7925.0,1658.4155537018855
100,500,1,0.04,0.7,0.7,3,0.7027,77,0.4228,40,287.5,29275.0,6507.263249631138
100,500,1,0.04,0.7,0.7,3,0.6951,75,0.4271,29,150.0,96225.0,17496.2630203982
100,500,1,0.04,0.7,0.7,3,0.6927,108,0.4477,36,137.5,87225.0,14338.826651760191
100,500,1,0.04,0.8,0.7,3,0.7004,85,0.6361,23,50.0,157600.0,32126.368881414626
100,500,1,0.04,0.8,0.7,3,0.6977,99,0.6239,18,75.0,153950.0,35237.21215925251
100,500,1,0.04,0.8,0.7,3,0.6985,87,0.6469,14,25.0,160125.0,41207.12649041351
100,500,1,0.04,0.9,0.7,3,0.704,83,0.6934,45,25.0,171075.0,25209.820519338962
100,500,1,0.04,0.9,0.7,3,0.702,69,0.6943,38,37.5,169550.0,27123.612569352314
100,500,1,0.04,0.9,0.7,3,0.6957,81,0.6821,32,50.0,168225.0,29257.093230060655
100,500,1,0.04,1,0.7,3,0.6995,76,0.6995,76,25.0,172175.0,19615.38334646494
100,500,1,0.04,1,0.7,3,0.6934,94,0.6934,94,25.0,166700.0,17095.87382777683
100,500,1,0.04,1,0.7,3,0.7006,73,0.7006,73,25.0,172150.0,20005.343024573926
100,500,1,0.0004,0.3,0.8,3,0.8076,19,0.0007,1,175.0,175.0,0.0
100,500,1,0.0004,0.3,0.8,3,0.8019,22,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.3,0.8,3,0.7984,13,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.4,0.8,3,0.805,15,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.4,0.8,3,0.8021,17,0.0007,1,175.0,175.0,0.0
100,500,1,0.0004,0.4,0.8,3,0.8027,13,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.5,0.8,3,0.8021,16,0.0006,1,150.0,150.0,0.0
100,500,1,0.0004,0.5,0.8,3,0.8008,14,0.0028,1,700.0,700.0,0.0
100,500,1,0.0004,0.5,0.8,3,0.8026,12,0.0013,1,325.0,325.0,0.0
100,500,1,0.0004,0.6,0.8,3,0.7938,22,0.0023,1,575.0,575.0,0.0
100,500,1,0.0004,0.6,0.8,3,0.7958,22,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.6,0.8,3,0.7963,19,0.0096,1,2400.0,2400.0,0.0
100,500,1,0.0004,0.7,0.8,3,0.7952,12,0.001,1,250.0,250.0,0.0
100,500,1,0.0004,0.7,0.8,3,0.8032,16,0.6125,1,153125.0,153125.0,0.0
100,500,1,0.0004,0.7,0.8,3,0.8014,17,0.6293,1,157325.0,157325.0,0.0
100,500,1,0.0004,0.8,0.8,3,0.8001,22,0.7659,1,191475.0,191475.0,0.0
100,500,1,0.0004,0.8,0.8,3,0.8021,17,0.7537,1,188425.0,188425.0,0.0
100,500,1,0.0004,0.8,0.8,3,0.8018,11,0.7716,1,192900.0,192900.0,0.0
100,500,1,0.0004,0.9,0.8,3,0.7945,23,0.7835,1,195875.0,195875.0,0.0
100,500,1,0.0004,0.9,0.8,3,0.8043,18,0.7972,1,199300.0,199300.0,0.0
100,500,1,0.0004,0.9,0.8,3,0.798,18,0.7869,1,196725.0,196725.0,0.0
100,500,1,0.0004,1,0.8,3,0.8013,12,0.8002,1,200050.0,200050.0,0.0
100,500,1,0.0004,1,0.8,3,0.8025,16,0.8006,1,200150.0,200150.0,0.0
100,500,1,0.0004,1,0.8,3,0.7991,23,0.7969,1,199225.0,199225.0,0.0
100,500,1,0.002,0.3,0.8,3,0.7989,23,0.0008,5,25.0,100.0,30.0
100,500,1,0.002,0.3,0.8,3,0.7961,19,0.0008,5,50.0,50.0,12.24744871391589
100,500,1,0.002,0.3,0.8,3,0.7969,15,0.0028,5,100.0,225.0,60.41522986797286
100,500,1,0.002,0.4,0.8,3,0.7916,19,0.0021,5,50.0,300.0,100.4987562112089
100,500,1,0.002,0.4,0.8,3,0.8039,17,0.0035,5,100.0,475.0,171.0263137648707
100,500,1,0.002,0.4,0.8,3,0.8016,14,0.0071,5,375.0,600.0,202.73134932713293
100,500,1,0.002,0.5,0.8,3,0.8028,26,0.0063,5,125.0,1250.0,469.20144927312407
100,500,1,0.002,0.5,0.8,3,0.7993,18,0.0069,5,475.0,600.0,234.2007685726074
100,500,1,0.002,0.5,0.8,3,0.7958,21,0.0127,5,700.0,1200.0,389.74350539810155
100,500,1,0.002,0.6,0.8,3,0.7997,19,0.0523,4,1450.0,9800.0,3821.909494938361
100,500,1,0.002,0.6,0.8,3,0.8042,19,0.0793,4,2587.5,14450.0,5635.5560672838665
100,500,1,0.002,0.6,0.8,3,0.7984,25,0.0939,5,400.0,13275.0,5536.32098057907
100,500,1,0.002,0.7,0.8,3,0.8004,18,0.6667,2,83337.5,166425.0,83087.5
100,500,1,0.002,0.7,0.8,3,0.8002,18,0.6831,1,170775.0,170775.0,0.0
100,500,1,0.002,0.7,0.8,3,0.8012,14,0.5346,1,133650.0,133650.0,0.0
100,500,1,0.002,0.8,0.8,3,0.805,19,0.7771,3,25.0,194225.0,91546.75793761836
100,500,1,0.002,0.8,0.8,3,0.8024,14,0.7705,2,96312.5,192600.0,96287.5
100,500,1,0.002,0.8,0.8,3,0.8011,11,0.7687,2,96087.5,191725.0,95637.5
100,500,1,0.002,0.9,0.8,3,0.7959,15,0.7855,2,98187.5,196300.0,98112.5
100,500,1,0.002,0.9,0.8,3,0.7953,17,0.7861,3,50.0,196425.0,92572.06277033885
100,500,1,0.002,0.9,0.8,3,0.8017,19,0.7903,2,98787.5,197550.0,98762.5
100,500,1,0.002,1,0.8,3,0.8013,18,0.8,5,25.0,199850.0,79925.0023459493
100,500,1,0.002,1,0.8,3,0.8011,18,0.7998,5,25.0,199775.0,79892.50528053305
100,500,1,0.002,1,0.8,3,0.8073,14,0.8064,5,25.0,201475.0,80577.50058173807
100,500,1,0.04,0.3,0.8,3,0.7943,12,0.0364,94,75.0,625.0,93.27336585881771
100,500,1,0.04,0.3,0.8,3,0.798,12,0.0367,92,75.0,475.0,94.58824994369125
100,500,1,0.04,0.3,0.8,3,0.7962,15,0.0368,96,50.0,500.0,93.16949906249124
100,500,1,0.04,0.4,0.8,3,0.8022,11,0.0645,88,100.0,1150.0,194.9184558124815
100,500,1,0.04,0.4,0.8,3,0.8015,14,0.0817,85,150.0,1525.0,304.84070376391713
100,500,1,0.04,0.4,0.8,3,0.7939,18,0.0502,89,100.0,750.0,143.01367062666725
100,500,1,0.04,0.5,0.8,3,0.8001,14,0.205,65,225.0,8400.0,1458.5363904842634
100,500,1,0.04,0.5,0.8,3,0.7896,26,0.1956,67,250.0,6050.0,1165.8482819515127
100,500,1,0.04,0.5,0.8,3,0.7976,24,0.1779,68,262.5,3550.0,843.9404501194091
100,500,1,0.04,0.6,0.8,3,0.8103,14,0.4857,16,637.5,86950.0,21384.856953779086
100,500,1,0.04,0.6,0.8,3,0.8046,9,0.4985,14,75.0,118950.0,30527.577497774913
100,500,1,0.04,0.6,0.8,3,0.8009,14,0.4763,25,225.0,77500.0,16177.949684678835
100,500,1,0.04,0.7,0.8,3,0.8092,12,0.7442,8,25.0,185550.0,61341.36393729357
100,500,1,0.04,0.7,0.8,3,0.796,20,0.7251,7,50.0,180850.0,63259.57497905446
100,500,1,0.04,0.7,0.8,3,0.8017,15,0.7331,6,87.5,182900.0,68134.87759685848
100,500,1,0.04,0.8,0.8,3,0.8014,16,0.7895,9,25.0,197075.0,61922.9155413067
100,500,1,0.04,0.8,0.8,3,0.7979,20,0.7871,11,25.0,196275.0,56410.73435449341
100,500,1,0.04,0.8,0.8,3,0.7985,22,0.7871,15,25.0,196200.0,48930.64519183136
100,500,1,0.04,0.9,0.8,3,0.7948,21,0.7948,21,25.0,197550.0,42057.831230348216
100,500,1,0.04,0.9,0.8,3,0.7951,29,0.7951,29,25.0,197700.0,36066.46526575284
100,500,1,0.04,0.9,0.8,3,0.8039,15,0.8039,15,25.0,200550.0,50018.38784109521
100,500,1,0.04,1,0.8,3,0.8048,16,0.8048,16,25.0,200825.0,48605.94099490308
100,500,1,0.04,1,0.8,3,0.7988,25,0.7988,25,25.0,197875.0,38761.064304273175
100,500,1,0.04,1,0.8,3,0.8018,20,0.8018,20,25.0,199850.0,43549.423718919636
100,500,1,0.0004,0.3,0.9,3,0.9053,2,0.0008,1,200.0,200.0,0.0
100,500,1,0.0004,0.3,0.9,3,0.8964,7,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.3,0.9,3,0.9028,2,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.4,0.9,3,0.9,1,0.0009,1,225.0,225.0,0.0
100,500,1,0.0004,0.4,0.9,3,0.9,1,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.4,0.9,3,0.9,4,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.5,0.9,3,0.8966,1,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.5,0.9,3,0.8981,2,0.0032,1,800.0,800.0,0.0
100,500,1,0.0004,0.5,0.9,3,0.9011,6,0.0045,1,1125.0,1125.0,0.0
100,500,1,0.0004,0.6,0.9,3,0.9042,1,0.1478,1,36950.0,36950.0,0.0
100,500,1,0.0004,0.6,0.9,3,0.9004,2,0.001,1,250.0,250.0,0.0
100,500,1,0.0004,0.6,0.9,3,0.8945,3,0.0035,1,875.0,875.0,0.0
100,500,1,0.0004,0.7,0.9,3,0.8981,2,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.7,0.9,3,0.8994,2,0.8648,1,216200.0,216200.0,0.0
100,500,1,0.0004,0.7,0.9,3,0.9027,2,0.8644,1,216100.0,216100.0,0.0
100,500,1,0.0004,0.8,0.9,3,0.8999,3,0.8902,1,222550.0,222550.0,0.0
100,500,1,0.0004,0.8,0.9,3,0.9033,2,0.8961,1,224025.0,224025.0,0.0
100,500,1,0.0004,0.8,0.9,3,0.9005,1,0.89,1,222500.0,222500.0,0.0
100,500,1,0.0004,0.9,0.9,3,0.8989,1,0.897,1,224250.0,224250.0,0.0
100,500,1,0.0004,0.9,0.9,3,0.897,2,0.8957,1,223925.0,223925.0,0.0
100,500,1,0.0004,0.9,0.9,3,0.9007,2,0.8989,1,224725.0,224725.0,0.0
100,500,1,0.0004,1,0.9,3,0.8971,1,0.8971,1,224275.0,224275.0,0.0
100,500,1,0.0004,1,0.9,3,0.9014,3,0.9011,1,225275.0,225275.0,0.0
100,500,1,0.0004,1,0.9,3,0.9,2,0.8999,1,224975.0,224975.0,0.0
100,500,1,0.002,0.3,0.9,3,0.8959,2,0.0035,5,175.0,375.0,137.84048752090223
100,500,1,0.002,0.3,0.9,3,0.9009,2,0.0048,5,225.0,525.0,175.78395831246945
100,500,1,0.002,0.3,0.9,3,0.8992,3,0.0018,5,50.0,200.0,71.76350047203663
100,500,1,0.002,0.4,0.9,3,0.8986,2,0.0094,5,150.0,1550.0,552.58483511584
100,500,1,0.002,0.4,0.9,3,0.8952,5,0.0074,5,200.0,775.0,335.5592347112503
100,500,1,0.002,0.4,0.9,3,0.9023,2,0.011,5,175.0,1275.0,524.1660042391151
100,500,1,0.002,0.5,0.9,3,0.9035,2,0.0075,5,150.0,1325.0,481.9232304008596
100,500,1,0.002,0.5,0.9,3,0.9003,1,0.0578,4,625.0,13175.0,5528.6328554173315
100,500,1,0.002,0.5,0.9,3,0.8985,2,0.0458,5,1075.0,8900.0,3347.857523850141
100,500,1,0.002,0.6,0.9,3,0.8982,3,0.7238,1,180950.0,180950.0,0.0
100,500,1,0.002,0.6,0.9,3,0.9045,5,0.7303,2,91287.5,182550.0,91262.5
100,500,1,0.002,0.6,0.9,3,0.9009,4,0.3283,2,41037.5,80600.0,39562.5
100,500,1,0.002,0.7,0.9,3,0.8962,1,0.8495,2,106187.5,212350.0,106162.5
100,500,1,0.002,0.7,0.9,3,0.8986,1,0.8598,2,107475.0,214925.0,107450.0
100,500,1,0.002,0.7,0.9,3,0.8991,2,0.8658,1,216450.0,216450.0,0.0
100,500,1,0.002,0.8,0.9,3,0.9025,1,0.8912,1,222800.0,222800.0,0.0
100,500,1,0.002,0.8,0.9,3,0.8973,4,0.8885,1,222125.0,222125.0,0.0
100,500,1,0.002,0.8,0.9,3,0.8962,2,0.8882,1,222050.0,222050.0,0.0
100,500,1,0.002,0.9,0.9,3,0.8959,3,0.8936,2,111700.0,223375.0,111675.0
100,500,1,0.002,0.9,0.9,3,0.9028,2,0.9014,1,225350.0,225350.0,0.0
100,500,1,0.002,0.9,0.9,3,0.9034,1,0.9028,1,225700.0,225700.0,0.0
100,500,1,0.002,1,0.9,3,0.8995,1,0.8995,1,224875.0,224875.0,0.0
100,500,1,0.002,1,0.9,3,0.9003,2,0.9003,2,112537.5,225050.0,112512.5
100,500,1,0.002,1,0.9,3,0.8948,3,0.8948,3,25.0,223650.0,105417.83596189445
100,500,1,0.04,0.3,0.9,3,0.9023,2,0.0418,94,75.0,450.0,104.97067861093325
100,500,1,0.04,0.3,0.9,3,0.9046,3,0.0532,88,100.0,1050.0,171.67743152746598
100,500,1,0.04,0.3,0.9,3,0.8975,1,0.0439,92,75.0,700.0,121.97999996823056
100,500,1,0.04,0.4,0.9,3,0.9039,3,0.1004,83,125.0,2150.0,429.75922191706474
100,500,1,0.04,0.4,0.9,3,0.8995,1,0.1539,72,225.0,4350.0,788.276045090734
100,500,1,0.04,0.4,0.9,3,0.8992,4,0.1125,77,150.0,1925.0,480.7521812823367
100,500,1,0.04,0.5,0.9,3,0.9022,3,0.3518,35,200.0,51300.0,8819.526573438725
100,500,1,0.04,0.5,0.9,3,0.9022,4,0.4447,19,150.0,103825.0,23102.44700197848
100,500,1,0.04,0.5,0.9,3,0.9034,1,0.3751,22,275.0,52950.0,12543.254140446099
100,500,1,0.04,0.6,0.9,3,0.8926,5,0.7506,4,37.5,187550.0,81197.09912459928
100,500,1,0.04,0.6,0.9,3,0.8975,2,0.7875,5,50.0,196725.0,78675.00079440737
100,500,1,0.04,0.6,0.9,3,0.9033,3,0.8127,4,50.0,203050.0,87905.18929328064
100,500,1,0.04,0.7,0.9,3,0.9024,2,0.8792,1,219800.0,219800.0,0.0
100,500,1,0.04,0.7,0.9,3,0.9007,1,0.885,3,25.0,221200.0,104262.89488595643
100,500,1,0.04,0.7,0.9,3,0.899,2,0.8747,1,218675.0,218675.0,0.0
100,500,1,0.04,0.8,0.9,3,0.901,2,0.901,2,112625.0,225225.0,112600.0
100,500,1,0.04,0.8,0.9,3,0.8996,9,0.8996,9,25.0,224700.0,70608.54047248336
100,500,1,0.04,0.8,0.9,3,0.8967,2,0.8967,2,112087.5,224150.0,112062.5
100,500,1,0.04,0.9,0.9,3,0.9023,4,0.9023,4,25.0,225500.0,97633.53895914815
100,500,1,0.04,0.9,0.9,3,0.9024,1,0.9024,1,225600.0,225600.0,0.0
100,500,1,0.04,0.9,0.9,3,0.9021,2,0.9021,2,112762.5,225500.0,112737.5
100,500,1,0.04,1,0.9,3,0.9033,3,0.9033,3,25.0,225775.0,106419.57056857541
100,500,1,0.04,1,0.9,3,0.9038,1,0.9038,1,225950.0,225950.0,0.0
100,500,1,0.04,1,0.9,3,0.8976,1,0.8976,1,224400.0,224400.0,0.0
100,500,1,0.0004,0.3,1,3,1.0,1,0.0039,1,975.0,975.0,0.0
100,500,1,0.0004,0.3,1,3,1.0,1,0.0009,1,225.0,225.0,0.0
100,500,1,0.0004,0.3,1,3,1.0,1,0.001,1,250.0,250.0,0.0
100,500,1,0.0004,0.4,1,3,1.0,1,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.4,1,3,1.0,1,0.0062,1,1550.0,1550.0,0.0
100,500,1,0.0004,0.4,1,3,1.0,1,0.004,1,1000.0,1000.0,0.0
100,500,1,0.0004,0.5,1,3,1.0,1,0.4379,1,109475.0,109475.0,0.0
100,500,1,0.0004,0.5,1,3,1.0,1,0.0145,1,3625.0,3625.0,0.0
100,500,1,0.0004,0.5,1,3,1.0,1,0.5613,1,140325.0,140325.0,0.0
100,500,1,0.0004,0.6,1,3,1.0,1,0.9496,1,237400.0,237400.0,0.0
100,500,1,0.0004,0.6,1,3,1.0,1,0.9342,1,233550.0,233550.0,0.0
100,500,1,0.0004,0.6,1,3,1.0,1,0.9315,1,232875.0,232875.0,0.0
100,500,1,0.0004,0.7,1,3,1.0,1,0.9906,1,247650.0,247650.0,0.0
100,500,1,0.0004,0.7,1,3,1.0,1,0.9881,1,247025.0,247025.0,0.0
100,500,1,0.0004,0.7,1,3,1.0,1,0.986,1,246500.0,246500.0,0.0
100,500,1,0.0004,0.8,1,3,1.0,1,0.998,1,249500.0,249500.0,0.0
100,500,1,0.0004,0.8,1,3,1.0,1,0.9983,1,249575.0,249575.0,0.0
100,500,1,0.0004,0.8,1,3,1.0,1,0.9977,1,249425.0,249425.0,0.0
100,500,1,0.0004,0.9,1,3,1.0,1,0.9996,1,249900.0,249900.0,0.0
100,500,1,0.0004,0.9,1,3,1.0,1,0.9998,1,249950.0,249950.0,0.0
100,500,1,0.0004,0.9,1,3,1.0,1,0.9998,1,249950.0,249950.0,0.0
100,500,1,0.0004,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.0004,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.0004,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.002,0.3,1,3,1.0,1,0.0045,5,75.0,550.0,218.51773383412157
100,500,1,0.002,0.3,1,3,1.0,1,0.0046,4,312.5,500.0,215.42109924517607
100,500,1,0.002,0.3,1,3,1.0,1,0.0044,5,50.0,700.0,256.61254840712684
100,500,1,0.002,0.4,1,3,1.0,1,0.0328,4,2350.0,3300.0,1136.3318177363512
100,500,1,0.002,0.4,1,3,1.0,1,0.0063,5,300.0,725.0,231.08440016582685
100,500,1,0.002,0.4,1,3,1.0,1,0.0132,4,575.0,1975.0,689.4291116568838
100,500,1,0.002,0.5,1,3,1.0,1,0.292,4,412.5,72150.0,31120.135161981543
100,500,1,0.002,0.5,1,3,1.0,1,0.2543,2,31787.5,63500.0,31712.5
100,500,1,0.002,0.5,1,3,1.0,1,0.3725,2,46562.5,92975.0,46412.5
100,500,1,0.002,0.6,1,3,1.0,1,0.9432,1,235800.0,235800.0,0.0
100,500,1,0.002,0.6,1,3,1.0,1,0.9457,1,236425.0,236425.0,0.0
100,500,1,0.002,0.6,1,3,1.0,1,0.9344,1,233600.0,233600.0,0.0
100,500,1,0.002,0.7,1,3,1.0,1,0.987,1,246750.0,246750.0,0.0
100,500,1,0.002,0.7,1,3,1.0,1,0.9877,1,246925.0,246925.0,0.0
100,500,1,0.002,0.7,1,3,1.0,1,0.9868,1,246700.0,246700.0,0.0
100,500,1,0.002,0.8,1,3,1.0,1,0.9982,1,249550.0,249550.0,0.0
100,500,1,0.002,0.8,1,3,1.0,1,0.9981,1,249525.0,249525.0,0.0
100,500,1,0.002,0.8,1,3,1.0,1,0.9982,1,249550.0,249550.0,0.0
100,500,1,0.002,0.9,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.002,0.9,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.002,0.9,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.002,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.002,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.002,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,0.3,1,3,1.0,1,0.0632,84,87.5,1700.0,274.74220033331414
100,500,1,0.04,0.3,1,3,1.0,1,0.0616,93,100.0,825.0,172.42397336991647
100,500,1,0.04,0.3,1,3,1.0,1,0.0709,94,112.5,975.0,205.95085958562092
100,500,1,0.04,0.4,1,3,1.0,1,0.2223,50,275.0,7550.0,1796.7485216356795
100,500,1,0.04,0.4,1,3,1.0,1,0.1602,69,150.0,4225.0,861.462246571741
