grid_size,grid_res,years,mu,p_spread,rho,n_repeats,x_lines,y_lines,initial_flammable_fraction,initial_num_flammable_clusters,initial_contagion,burned_fraction,num_fires,median_fire_size_ha,max_fire_size_ha,sd_fire_size_ha
101,500,1,0.04,0.8,0.2,3,[],[],0.2072,1272,26.42341252824404,0.0199,1,25.0,225.0,37.146860251526206
101,500,1,0.04,0.8,0.2,3,[],[],0.2039,1251,27.05189190181678,0.0204,2,25.0,150.0,34.4370896820568
101,500,1,0.04,0.9,0.2,3,[],[],0.1999,1251,27.861696105750333,0.0234,1,50.0,200.0,39.99005667454755
101,500,1,0.04,0.9,0.2,3,[],[],0.1977,1227,28.387376492413352,0.0261,1,50.0,300.0,51.229594544270206
101,500,1,0.04,0.9,0.2,3,[],[],0.2035,1245,27.13076135132938,0.0238,2,50.0,275.0,50.0054062821156
101,500,1,0.04,1,0.2,3,[],[],0.2013,1241,27.52135502235059,0.022,1,50.0,200.0,39.61196833497436
101,500,1,0.04,1,0.2,3,[],[],0.2057,1264,26.683233355016622,0.0279,1,50.0,225.0,50.891348519120406
101,500,1,0.04,1,0.2,3,[],[],0.2047,1226,26.909840635392747,0.0274,1,50.0,300.0,54.22430612608912
101,500,1,0.0004,0.3,0.3,3,[],[],0.2997,1320,11.940622011366598,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.3,0.3,3,[],[],0.2954,1324,12.456778320015992,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.3,0.3,3,[],[],0.2995,1356,11.901424850749908,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.4,0.3,3,[],[],0.3069,1314,11.00268666287436,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.4,0.3,3,[],[],0.2902,1318,13.07400291927604,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.4,0.3,3,[],[],0.2901,1276,13.10723687529608,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.5,0.3,3,[],[],0.3024,1310,11.60631423284092,0.0002,1,50.0,50.0,0.0
101,500,1,0.0004,0.5,0.3,3,[],[],0.2992,1357,12.00524158823798,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.5,0.3,3,[],[],0.303,1279,11.553182387514582,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.6,0.3,3,[],[],0.3043,1343,11.361506822870693,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.6,0.3,3,[],[],0.3018,1314,11.630529281360058,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.6,0.3,3,[],[],0.3023,1360,11.627846914678774,0.0004,1,100.0,100.0,0.0
101,500,1,0.0004,0.7,0.3,3,[],[],0.2967,1290,12.264025602840379,0.0005,1,125.0,125.0,0.0
101,500,1,0.0004,0.7,0.3,3,[],[],0.3054,1355,11.217896039669007,0.0011,1,275.0,275.0,0.0
101,500,1,0.0004,0.7,0.3,3,[],[],0.3056,1320,11.274157904853443,0.0002,1,50.0,50.0,0.0
101,500,1,0.0004,0.8,0.3,3,[],[],0.2981,1336,12.105429793193856,0.0002,1,50.0,50.0,0.0
101,500,1,0.0004,0.8,0.3,3,[],[],0.3015,1278,11.666130944324827,0.0006,1,150.0,150.0,0.0
101,500,1,0.0004,0.8,0.3,3,[],[],0.293,1332,12.731622921020936,0.0005,1,125.0,125.0,0.0
101,500,1,0.0004,0.9,0.3,3,[],[],0.2959,1354,12.353009066963516,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.9,0.3,3,[],[],0.3015,1291,11.71482706818282,0.0002,1,50.0,50.0,0.0
101,500,1,0.0004,0.9,0.3,3,[],[],0.3041,1302,11.375125480180648,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,1,0.3,3,[],[],0.3036,1352,11.441520556092721,0.0012,1,300.0,300.0,0.0
101,500,1,0.0004,1,0.3,3,[],[],0.3012,1367,11.7323865517044,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,1,0.3,3,[],[],0.2982,1328,12.096036967859813,0.0001,1,25.0,25.0,0.0
101,500,1,0.002,0.3,0.3,3,[],[],0.289,1281,13.284013503969739,0.0008,1,25.0,75.0,20.0
101,500,1,0.002,0.3,0.3,3,[],[],0.2945,1308,12.541132156820945,0.0006,1,25.0,50.0,10.0
